City,Stadium,Capacity,half_time_home_goals,home_shots,home_shots_target,home_post,home_corners,home_offside,home_fouls,home_yellow_cards,home_red_cards,home_booking_pts,half_time_away_goals,away_shots,away_shots_target,away_post,away_corners,away_offside,away_fouls,away_yellow_cards,away_red_cards,away_booking_pts,half_time_result,full_time_home_goals,full_time_away_goals,result,Attendance,closest_station,season,date,home_team_api_id,away_team_api_id,possession,home_team,away_team,home_possession,home_passing,home_aerials,home_shots_against,home_tackles,home_interceptions,home_dribbles,home_fouls_for,away_possession,away_passing,away_aerials,away_shots_against,away_tackles,away_interceptions,away_dribbles,away_fouls_for,station,temp (F),dew (F),humidity,wind direction,wind speed (mph),prec (in),visibility (mi),home_goal_headers,home_goal_freekicks,home_goal_volleys,home_goal_other,away_goal_headers,away_goal_freekicks,away_goal_volleys,away_goal_other,home_shoton_headers,home_shoton_freekicks,home_shoton_volleys,home_shoton_other,home_shoton_bigchance,away_shoton_headers,away_shoton_freekicks,away_shoton_volleys,away_shoton_other,away_shoton_bigchance,home_shotoff_headers,home_shotoff_freekicks,home_shotoff_volleys,home_shotoff_other,home_shotoff_bigchance,home_shotoff_bad_shot,away_shotoff_headers,away_shotoff_freekicks,away_shotoff_volleys,away_shotoff_other,away_shotoff_bigchance,away_shotoff_bad_shot,home_crosses,away_crosses
Birmingham ,Villa Park ,42785.0,0,9,0,,7,,11,4,0,,0,11,4,,7,,8,0,1,,D,0,0,D,,EGBB,2014/2015,2014-08-23 15:00:00,10252.0,10261.0,<possession><value><comment>33</comment><event_incident_typefk>352</event_incident_typefk><elapsed>20</elapsed><subtype>possession</subtype><sortorder>4</sortorder><awaypos>67</awaypos><homepos>33</homepos><n>44</n><type>special</type><id>3656397</id></value><value><comment>43</comment><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>4</sortorder><awaypos>57</awaypos><homepos>43</homepos><n>93</n><type>special</type><id>3656459</id></value><value><comment>40</comment><event_incident_typefk>352</event_incident_typefk><elapsed>71</elapsed><subtype>possession</subtype><sortorder>4</sortorder><awaypos>60</awaypos><homepos>40</homepos><n>131</n><type>special</type><id>3656553</id></value><value><comment>40</comment><elapsed_plus>3</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>14</sortorder><awaypos>60</awaypos><homepos>40</homepos><n>177</n><type>special</type><id>3656642</id></value></possession>,Aston Villa,Newcastle United,49.1,79.0,18.5,12.6,16.4,12.7,7.6,11.1,48.1,76.9,17.7,11.7,21.7,16.9,11.7,11.6,EGBB,58.1,48.2,69.58,265.0,10.4,0.0,6.21,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,3,1,3,1,0,1,0,0,1,1,1,3,0,1,26,24
London ,Stamford Bridge ,42449.0,0,27,10,,8,,11,0,0,,0,6,4,,7,,11,1,0,,D,2,0,H,,EGLC,2014/2015,2014-08-23 15:00:00,8455.0,8197.0,<possession><value><comment>55</comment><event_incident_typefk>352</event_incident_typefk><elapsed>19</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>45</awaypos><homepos>55</homepos><n>40</n><type>special</type><id>3657243</id></value><value><comment>55</comment><event_incident_typefk>352</event_incident_typefk><elapsed>22</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>45</awaypos><homepos>55</homepos><n>53</n><type>special</type><id>3657270</id></value><value><comment>55</comment><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>45</awaypos><homepos>55</homepos><n>122</n><type>special</type><id>3657578</id></value><value><comment>60</comment><event_incident_typefk>352</event_incident_typefk><elapsed>69</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>40</awaypos><homepos>60</homepos><n>185</n><type>special</type><id>3658306</id></value><value><comment>63</comment><event_incident_typefk>352</event_incident_typefk><elapsed>89</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>37</awaypos><homepos>63</homepos><n>224</n><type>special</type><id>3658525</id></value></possession>,Chelsea,Leicester,54.1,83.2,18.6,10.9,20.0,9.7,12.9,11.4,44.8,71.1,23.4,14.7,20.8,19.6,9.2,9.2,EGLC,65.3,38.3,36.97,285.0,11.55,0.0,6.21,0,0,0,2,0,0,0,0,2,0,0,12,2,0,0,0,5,2,2,0,1,7,2,0,0,0,0,1,0,0,27,25
London ,Selhurst Park ,26309.0,0,9,4,,6,,14,1,0,,2,17,8,,9,,11,3,0,,A,1,3,A,,EGKB,2014/2015,2014-08-23 15:00:00,9826.0,8654.0,<possession><value><comment>35</comment><event_incident_typefk>352</event_incident_typefk><elapsed>25</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>65</awaypos><homepos>35</homepos><n>27</n><type>special</type><id>3657310</id></value><value><comment>39</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>61</awaypos><homepos>39</homepos><n>84</n><type>special</type><id>3657620</id></value><value><comment>46</comment><event_incident_typefk>352</event_incident_typefk><elapsed>71</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>54</awaypos><homepos>46</homepos><n>95</n><type>special</type><id>3658364</id></value><value><comment>45</comment><elapsed_plus>2</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>4</sortorder><awaypos>55</awaypos><homepos>45</homepos><n>127</n><type>special</type><id>3658595</id></value></possession>,Crystal Palace,West Ham,42.7,69.4,23.7,13.8,20.8,15.8,9.4,11.4,46.7,74.6,22.9,15.5,17.0,13.3,6.8,11.0,EGKB,62.6,37.4,39.14,285.0,10.95,0.0,6.21,0,0,0,1,0,0,1,2,1,0,0,6,1,2,0,0,5,0,0,0,2,0,0,0,0,0,0,4,1,0,16,17
Liverpool ,Goodison Park ,40157.0,2,8,2,,3,,10,1,0,,0,13,3,,3,,18,4,0,,H,2,2,D,,EGGP,2014/2015,2014-08-23 15:00:00,8668.0,9825.0,<possession><value><comment>52</comment><event_incident_typefk>352</event_incident_typefk><elapsed>28</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>48</awaypos><homepos>52</homepos><n>44</n><type>special</type><id>3658861</id></value><value><comment>54</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>4</sortorder><awaypos>46</awaypos><homepos>54</homepos><n>151</n><type>special</type><id>3658968</id></value><value><comment>49</comment><event_incident_typefk>352</event_incident_typefk><elapsed>69</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>51</awaypos><homepos>49</homepos><n>164</n><type>special</type><id>3659161</id></value><value><comment>45</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>55</awaypos><homepos>45</homepos><n>84</n><type>special</type><id>3659471</id></value></possession>,Everton,Arsenal,53.6,82.5,15.3,13.2,17.4,11.7,10.3,11.8,55.7,83.8,19.8,10.7,19.4,20.2,15.8,11.0,EGGP,60.8,47.3,61.08,290.0,16.7,0.0,6.21,1,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,4,1,0,1,0,3,1,0,0,0,1,5,0,0,8,17
Southampton ,St Mary's Stadium ,32689.0,0,8,2,,1,,14,1,0,,0,8,2,,5,,15,2,0,,D,0,0,D,,EGHI,2014/2015,2014-08-23 15:00:00,8466.0,8659.0,<possession><value><comment>65</comment><event_incident_typefk>352</event_incident_typefk><elapsed>24</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>35</awaypos><homepos>65</homepos><n>158</n><type>special</type><id>3657294</id></value><value><comment>61</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>39</awaypos><homepos>61</homepos><n>78</n><type>special</type><id>3657609</id></value><value><comment>62</comment><event_incident_typefk>352</event_incident_typefk><elapsed>65</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>38</awaypos><homepos>62</homepos><n>53</n><type>special</type><id>3658310</id></value><value><comment>59</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>5</sortorder><awaypos>41</awaypos><homepos>59</homepos><n>79</n><type>special</type><id>3658567</id></value></possession>,Southampton,West Bromwich Albion,51.9,79.7,16.9,10.1,21.4,16.5,7.0,10.4,44.9,75.0,17.2,14.4,18.3,15.5,6.3,10.7,EGHI,63.5,39.2,40.715,285.0,12.1,0.0,6.21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,1,3,0,0,2,0,0,1,0,0,2,0,1,20,20
Swansea ,Liberty Stadium ,20520.0,1,10,5,,2,,14,2,0,,0,12,1,,3,,13,1,0,,H,1,0,H,,EGOP,2014/2015,2014-08-23 15:00:00,10003.0,8191.0,<possession><value><comment>62</comment><event_incident_typefk>352</event_incident_typefk><elapsed>24</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>38</awaypos><homepos>62</homepos><n>44</n><type>special</type><id>3657293</id></value><value><comment>62</comment><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>38</awaypos><homepos>62</homepos><n>38</n><type>special</type><id>3657590</id></value><value><comment>60</comment><event_incident_typefk>352</event_incident_typefk><elapsed>66</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>40</awaypos><homepos>60</homepos><n>72</n><type>special</type><id>3658285</id></value><value><comment>57</comment><event_incident_typefk>352</event_incident_typefk><elapsed>89</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>43</awaypos><homepos>57</homepos><n>106</n><type>special</type><id>3658520</id></value></possession>,Swansea,Burnley,50.7,82.1,14.4,14.6,16.7,18.2,9.2,12.2,44.0,70.4,25.1,15.6,16.1,14.9,6.4,10.5,EGOP,60.8,46.4,59.01,330.0,15.0,0.0,6.21,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,6,0,0,0,1,1,0,0,1,0,1,3,1,1,16,21
Kingston upon Hull ,KC Stadium ,25404.0,1,9,2,,4,,10,1,1,,0,19,3,,5,,10,3,0,,H,1,1,D,,EGXV,2014/2015,2014-08-24 15:00:00,8667.0,10194.0,<possession><value><comment>58</comment><event_incident_typefk>352</event_incident_typefk><elapsed>22</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>42</awaypos><homepos>58</homepos><n>75</n><type>special</type><id>3661423</id></value><value><comment>45</comment><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>55</awaypos><homepos>45</homepos><n>78</n><type>special</type><id>3661552</id></value><value><comment>44</comment><event_incident_typefk>352</event_incident_typefk><elapsed>66</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>56</awaypos><homepos>44</homepos><n>114</n><type>special</type><id>3661820</id></value><value><comment>43</comment><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>57</awaypos><homepos>43</homepos><n>67</n><type>special</type><id>3661995</id></value></possession>,Hull,Stoke,45.6,76.5,21.9,13.2,20.1,15.9,6.7,10.6,50.2,77.5,24.4,12.0,19.3,13.2,9.4,10.8,EGXV,62.6,42.8,48.28,280.0,4.6,0.0,6.21,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,1,3,0,0,0,0,2,0,0,0,1,2,6,0,1,12,24
Sunderland ,Stadium of Light ,48707.0,1,11,3,,4,,10,0,0,,1,10,3,,4,,15,2,0,,D,1,1,D,,EGNT,2014/2015,2014-08-24 15:00:00,8472.0,10260.0,<possession><value><comment>53</comment><event_incident_typefk>352</event_incident_typefk><elapsed>20</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>47</awaypos><homepos>53</homepos><n>77</n><type>special</type><id>3662234</id></value><value><comment>46</comment><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>54</awaypos><homepos>46</homepos><n>29</n><type>special</type><id>3662374</id></value><value><comment>45</comment><event_incident_typefk>352</event_incident_typefk><elapsed>67</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>55</awaypos><homepos>45</homepos><n>108</n><type>special</type><id>3662540</id></value><value><comment>45</comment><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>55</awaypos><homepos>45</homepos><n>133</n><type>special</type><id>3662681</id></value></possession>,Sunderland,Manchester United,46.2,76.1,15.3,16.5,20.0,15.2,9.0,11.8,58.8,85.1,15.8,10.1,19.4,17.9,9.8,10.4,EGNT,62.6,40.1,43.52,130.0,5.2,0.0,6.21,1,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,3,0,0,1,1,4,0,0,0,1,0,1,0,2,17,18
London ,White Hart Lane ,36230.0,3,18,5,,7,,12,0,0,,0,9,1,,6,,6,1,0,,H,4,0,H,,EGLC,2014/2015,2014-08-24 15:00:00,8586.0,10172.0,<possession><value><comment>70</comment><event_incident_typefk>352</event_incident_typefk><elapsed>28</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>30</awaypos><homepos>70</homepos><n>69</n><type>special</type><id>3661450</id></value><value><comment>68</comment><event_incident_typefk>352</event_incident_typefk><elapsed>44</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>32</awaypos><homepos>68</homepos><n>116</n><type>special</type><id>3661537</id></value><value><comment>68</comment><event_incident_typefk>352</event_incident_typefk><elapsed>66</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>32</awaypos><homepos>68</homepos><n>191</n><type>special</type><id>3661826</id></value><value><comment>66</comment><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>34</awaypos><homepos>66</homepos><n>239</n><type>special</type><id>3661996</id></value></possession>,Tottenham,Queens Park Rangers,55.3,81.2,16.0,12.9,21.4,17.8,10.9,10.1,46.3,70.8,21.7,16.4,20.6,14.8,8.1,10.3,EGLC,65.3,42.8,43.945,255.0,7.5,0.0,6.21,2,0,0,2,0,0,0,0,0,0,1,5,0,0,0,0,1,0,1,0,0,7,0,0,2,0,0,4,2,1,24,22
Manchester ,Etihad Stadium,47405.0,1,9,4,,6,,13,1,0,,0,11,3,,7,,7,1,0,,H,3,1,H,,EGCC,2014/2015,2014-08-25 15:00:00,8456.0,8650.0,<possession><value><comment>63</comment><event_incident_typefk>352</event_incident_typefk><elapsed>24</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>37</awaypos><homepos>63</homepos><n>11</n><type>special</type><id>3665580</id></value><value><comment>53</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>47</awaypos><homepos>53</homepos><n>23</n><type>special</type><id>3665787</id></value><value><comment>50</comment><event_incident_typefk>352</event_incident_typefk><elapsed>71</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>50</awaypos><homepos>50</homepos><n>100</n><type>special</type><id>3666145</id></value><value><comment>50</comment><elapsed_plus>3</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>50</awaypos><homepos>50</homepos><n>113</n><type>special</type><id>3666302</id></value></possession>,Manchester City,Liverpool,57.0,84.6,15.9,10.2,19.8,15.0,11.4,7.8,54.4,82.8,15.0,10.9,21.0,11.6,11.5,12.3,EGCC,59.0,53.6,82.25,95.0,14.95,0.0,6.21,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,5,2,1,0,1,2,0,0,2,0,1,1,0,1,10,22
Burnley ,Turf Moor ,22546.0,0,9,3,,3,,10,2,0,,0,7,2,,6,,14,2,0,,D,0,0,D,,EGNM,2014/2015,2014-08-30 15:00:00,8191.0,10260.0,<possession><value><comment>39</comment><event_incident_typefk>352</event_incident_typefk><elapsed>20</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>61</awaypos><homepos>39</homepos><n>27</n><type>special</type><id>3675432</id></value><value><comment>42</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>4</sortorder><awaypos>58</awaypos><homepos>42</homepos><n>79</n><type>special</type><id>3675476</id></value><value><comment>39</comment><event_incident_typefk>352</event_incident_typefk><elapsed>66</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>61</awaypos><homepos>39</homepos><n>125</n><type>special</type><id>3675525</id></value><value><comment>37</comment><elapsed_plus>2</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>10</sortorder><awaypos>63</awaypos><homepos>37</homepos><n>192</n><type>special</type><id>3675639</id></value></possession>,Burnley,Manchester United,44.0,70.4,25.1,15.6,16.1,14.9,6.4,10.5,58.8,85.1,15.8,10.1,19.4,17.9,9.8,10.4,EGNM,60.8,49.1,65.345,275.0,19.6,0.0,6.21,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,3,0,1,1,0,2,0,1,2,0,0,1,0,1,11,25
Liverpool ,Goodison Park ,40157.0,1,17,7,,8,,7,1,0,,2,12,8,,2,,16,3,0,,A,3,6,A,,EGGP,2014/2015,2014-08-30 15:00:00,8668.0,8455.0,<possession><value><comment>60</comment><event_incident_typefk>352</event_incident_typefk><elapsed>24</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>40</awaypos><homepos>60</homepos><n>60</n><type>special</type><id>3678699</id></value><value><comment>58</comment><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>42</awaypos><homepos>58</homepos><n>56</n><type>special</type><id>3678900</id></value><value><comment>61</comment><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>39</awaypos><homepos>61</homepos><n>187</n><type>special</type><id>3679665</id></value></possession>,Everton,Chelsea,53.6,82.5,15.3,13.2,17.4,11.7,10.3,11.8,54.1,83.2,18.6,10.9,20.0,9.7,12.9,11.4,EGGP,62.6,56.3,79.895,265.0,15.55,0.0,6.21,1,0,0,4,1,0,0,3,1,0,0,9,0,1,0,0,4,1,0,0,0,4,2,0,0,0,0,1,0,0,30,9
Manchester ,Etihad Stadium,47405.0,0,16,2,,11,,14,2,0,,0,7,2,,4,,5,1,0,,D,0,1,A,,EGCC,2014/2015,2014-08-30 15:00:00,8456.0,10194.0,<possession><value><comment>84</comment><event_incident_typefk>352</event_incident_typefk><elapsed>20</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>16</awaypos><homepos>84</homepos><n>74</n><type>special</type><id>3676314</id></value><value><comment>74</comment><event_incident_typefk>352</event_incident_typefk><elapsed>44</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>26</awaypos><homepos>74</homepos><n>89</n><type>special</type><id>3676667</id></value><value><comment>73</comment><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>27</awaypos><homepos>73</homepos><n>205</n><type>special</type><id>3677952</id></value></possession>,Manchester City,Stoke,57.0,84.6,15.9,10.2,19.8,15.0,11.4,7.8,50.2,77.5,24.4,12.0,19.3,13.2,9.4,10.8,EGCC,61.7,53.6,75.06,275.0,12.1,0.0,6.21,0,0,0,0,0,0,0,1,0,0,0,11,1,0,0,0,2,0,1,0,1,4,2,0,1,0,0,3,1,0,28,17
Newcastle upon Tyne ,Sports Direct Arena,52409.0,1,18,4,,11,,12,1,0,,1,12,7,,4,,19,3,0,,D,3,3,D,,EGNT,2014/2015,2014-08-30 15:00:00,10261.0,9826.0,<possession><value><comment>72</comment><event_incident_typefk>352</event_incident_typefk><elapsed>23</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>28</awaypos><homepos>72</homepos><n>54</n><type>special</type><id>3676347</id></value><value><comment>69</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>31</awaypos><homepos>69</homepos><n>112</n><type>special</type><id>3676724</id></value><value><comment>66</comment><event_incident_typefk>352</event_incident_typefk><elapsed>68</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>34</awaypos><homepos>66</homepos><n>163</n><type>special</type><id>3677560</id></value><value><comment>67</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>33</awaypos><homepos>67</homepos><n>218</n><type>special</type><id>3677959</id></value></possession>,Newcastle United,Crystal Palace,48.1,76.9,17.7,11.7,21.7,16.9,11.7,11.6,42.7,69.4,23.7,13.8,20.8,15.8,9.4,11.4,EGNT,66.2,50.0,55.88,280.0,18.4,0.0,6.21,1,0,0,2,0,0,1,2,0,0,0,4,1,0,0,1,4,0,3,0,0,7,0,1,0,0,0,4,0,0,28,12
London ,Loftus Road ,18439.0,1,18,5,,4,,8,1,0,,0,16,6,,6,,9,2,0,,H,1,0,H,,EGWU,2014/2015,2014-08-30 15:00:00,10172.0,8472.0,<possession><value><comment>44</comment><event_incident_typefk>352</event_incident_typefk><elapsed>27</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>56</awaypos><homepos>44</homepos><n>61</n><type>special</type><id>3676388</id></value><value><comment>46</comment><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>54</awaypos><homepos>46</homepos><n>94</n><type>special</type><id>3676697</id></value><value><comment>42</comment><event_incident_typefk>352</event_incident_typefk><elapsed>78</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>58</awaypos><homepos>42</homepos><n>156</n><type>special</type><id>3677733</id></value><value><comment>39</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>61</awaypos><homepos>39</homepos><n>189</n><type>special</type><id>3677954</id></value></possession>,Queens Park Rangers,Sunderland,46.3,70.8,21.7,16.4,20.6,14.8,8.1,10.3,46.2,76.1,15.3,16.5,20.0,15.2,9.0,11.8,EGWU,66.2,50.0,55.88,280.0,8.1,0.0,6.21,0,0,0,1,0,0,0,0,1,0,0,4,0,1,0,0,7,0,1,0,0,9,0,0,1,0,0,6,0,0,15,24
Swansea ,Liberty Stadium ,20520.0,2,15,8,,0,,10,1,0,,0,16,2,,7,,8,2,0,,H,3,0,H,,EGOP,2014/2015,2014-08-30 15:00:00,10003.0,8659.0,<possession><value><comment>58</comment><event_incident_typefk>352</event_incident_typefk><elapsed>25</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>42</awaypos><homepos>58</homepos><n>78</n><type>special</type><id>3676373</id></value><value><comment>64</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>5</sortorder><awaypos>36</awaypos><homepos>64</homepos><n>91</n><type>special</type><id>3676719</id></value><value><comment>61</comment><event_incident_typefk>352</event_incident_typefk><elapsed>66</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>39</awaypos><homepos>61</homepos><n>63</n><type>special</type><id>3677477</id></value><value><comment>55</comment><elapsed_plus>2</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>45</awaypos><homepos>55</homepos><n>199</n><type>special</type><id>3677950</id></value></possession>,Swansea,West Bromwich Albion,50.7,82.1,14.4,14.6,16.7,18.2,9.2,12.2,44.9,75.0,17.2,14.4,18.3,15.5,6.3,10.7,EGOP,64.4,55.4,72.56,270.0,18.4,0.0,6.21,0,0,1,2,0,0,0,0,0,0,0,6,0,0,0,0,7,0,1,0,0,5,1,0,2,0,0,6,0,2,12,23
London ,Boleyn Ground ,35303.0,1,4,2,,2,,11,2,0,,1,18,8,,9,,13,1,0,,D,1,3,A,,EGLC,2014/2015,2014-08-30 15:00:00,8654.0,8466.0,<possession><value><comment>43</comment><event_incident_typefk>352</event_incident_typefk><elapsed>20</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>57</awaypos><homepos>43</homepos><n>41</n><type>special</type><id>3676315</id></value><value><comment>35</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>5</sortorder><awaypos>65</awaypos><homepos>35</homepos><n>68</n><type>special</type><id>3676734</id></value><value><comment>41</comment><event_incident_typefk>352</event_incident_typefk><elapsed>65</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>59</awaypos><homepos>41</homepos><n>192</n><type>special</type><id>3677794</id></value><value><comment>37</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>63</awaypos><homepos>37</homepos><n>182</n><type>special</type><id>3677957</id></value></possession>,West Ham,Southampton,46.7,74.6,22.9,15.5,17.0,13.3,6.8,11.0,51.9,79.7,16.9,10.1,21.4,16.5,7.0,10.4,EGLC,68.0,50.0,52.51,280.0,12.65,0.0,6.21,0,0,0,1,0,0,0,3,0,0,0,2,1,1,0,0,8,1,0,0,0,0,0,1,1,0,1,1,0,2,15,28
Birmingham ,Villa Park ,42785.0,2,11,4,,3,,9,1,0,,0,9,3,,7,,10,4,0,,H,2,1,H,,EGBB,2014/2015,2014-08-31 15:00:00,10252.0,8667.0,<possession><value><comment>67</comment><event_incident_typefk>352</event_incident_typefk><elapsed>22</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>33</awaypos><homepos>67</homepos><n>22</n><type>special</type><id>3683937</id></value><value><comment>56</comment><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>44</awaypos><homepos>56</homepos><n>79</n><type>special</type><id>3684188</id></value><value><comment>49</comment><event_incident_typefk>352</event_incident_typefk><elapsed>65</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>51</awaypos><homepos>49</homepos><n>151</n><type>special</type><id>3684699</id></value><value><comment>45</comment><elapsed_plus>3</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>14</sortorder><awaypos>55</awaypos><homepos>45</homepos><n>178</n><type>special</type><id>3685016</id></value></possession>,Aston Villa,Hull,49.1,79.0,18.5,12.6,16.4,12.7,7.6,11.1,45.6,76.5,21.9,13.2,20.1,15.9,6.7,10.6,EGBB,68.0,48.2,49.1,275.0,8.65,0.0,6.21,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,6,0,0,1,1,0,3,0,0,12,29
